dens_sub,dens_TI,dens_TI,dens_FM,dens_cap,d_sub,d_TI,d_prox,d_FM,d_cap,s_sub,s_TI,s_prox,s_FM,s_cap,magn_sub,magn_TI,magn_prox,magn_FM,magn_cap,I_res,I_bkg
23.434884516713975,6.080749560426768,6.080749560426768,19.91417541592008,15.228783071925898,0.0,11.166900152330658,2.7767899148779835,4.080873589761302,12.220072889480916,0.30000000000000004,0.1,0.07103605819788693,1.1991438146575255,1.5743420106793167,0.0,0.0,0.9229587245058637,6.225254007598803,0.0,0.0005939321535345922,4.374257268919406e-05
22.498108392822598,7.387930916496752,7.387930916496752,18.98055164175401,14.856418795968322,0.0,10.273735795474593,1.8362871681672646,6.727281196413934,11.18578717556359,0.30000000000000004,0.1,0.6169339968747569,0.6314094806885433,0.47227056595512384,0.0,0.0,1.3412757392363188,3.4962556303947316,0.0,0.0008024762586578098,1.902059421330454e-07
23.01220617623379,6.448411253199851,6.448411253199851,18.353999152419384,24.17494824743631,0.0,10.612433301861595,0.7332767760048082,6.625318357861094,9.212351023965786,0.30000000000000004,0.1,0.15896958364551975,0.36581954161833663,1.3851918758175223,0.0,0.0,1.6758898149976078,1.572658893440428,0.0,0.0002893443049664569,1.0342032925013198e-07
24.44246306682201,6.535342101313193,6.535342101313193,20.61691553006024,8.757770823487796,0.0,8.66735336486333,0.0,5.061557963757782,10.455678973337076,0.30000000000000004,0.1,0.69247211937002,0.8278976641600396,1.5151554370914568,0.0,0.0,0.0,0.7515240860675334,0.0,0.00018648856710456682,0.0003773006861267109
22.83885208976498,5.477446672056352,5.477446672056352,19.467246268466468,8.44785946290156,0.0,9.080031892768659,0.7462594305598742,6.289007623163494,9.682752271705764,0.30000000000000004,0.1,0.576157334417837,0.467697959168742,1.4156904069653535,0.0,0.0,0.5948739017102673,7.62199209213588,0.0,0.0007006693419673134,2.4115867796292917e-07
23.519782285931605,7.230035828388148,7.230035828388148,20.26518980216048,19.901222426224198,0.0,9.69542019423272,0.9047244500236481,6.472061715995366,8.789693955736185,0.30000000000000004,0.1,0.660173537492685,0.7145224411349194,1.083957892841518,0.0,0.0,0.8723369868128142,1.0837925137796018,0.0,0.0008324180377322295,3.3966417267735996e-06
24.255321282264504,5.940017037287587,5.940017037287587,18.33340237300899,22.60834893186478,0.0,11.677930454978696,0.44834491397398113,6.462238257135377,11.843913752350065,0.30000000000000004,0.1,0.8681260573682142,0.34858397941932984,1.0829208863375122,0.0,0.0,0.1383339909102761,6.784065834577875,0.0,0.0006878807378714202,1.7511033525519172e-05
24.184947523875774,7.465337509500938,7.465337509500938,21.4940455980162,8.31152845227882,0.0,10.13971180819836,0.0,5.381406722787611,7.191033577187847,0.30000000000000004,0.1,0.7936977033574206,1.313697552158709,0.5976329877974953,0.0,0.0,0.0,5.635315215388262,0.0,0.0007276858958301073,4.706969356558066e-06
23.596055809314294,6.361693115951741,6.361693115951741,19.492813913399047,19.980286969016092,0.0,8.744772023521346,1.4713764258527016,4.2321166412955025,11.178060932892757,0.30000000000000004,0.1,0.22741462797332324,0.7212999506697451,0.8533022071509772,0.0,0.0,0.04935745678266246,2.4943670559528206,0.0,0.0006195057297437508,8.356369895310897e-07
23.415511208066757,7.267508845178948,7.267508845178948,22.506620373592998,11.644216697046392,0.0,11.033514615344567,1.7649513406608173,7.490602621789582,8.113815665835714,0.30000000000000004,0.1,0.8310484552361905,0.528250441778763,1.5433499883663335,0.0,0.0,0.4310153542271169,6.38437467130051,0.0,0.00016052466831692383,2.3677554927632976e-05
22.661323214762156,6.317957445291724,6.317957445291724,15.246038192387468,11.491099899135763,0.0,9.110514825178928,0.35259556788609925,6.867438724770375,8.09967901728447,0.30000000000000004,0.1,0.5173791071541143,0.6752716433687524,0.5738173112120528,0.0,0.0,0.7112254756999112,4.523370494868072,0.0,0.0009526335314400319,2.1289092626019348e-05
24.272056349834287,5.227134681866805,5.227134681866805,19.20893519140792,17.614628913912448,0.0,8.401175769061991,2.0097496397727297,6.345640664745307,12.864970838466682,0.30000000000000004,0.1,0.7851529120231379,0.2767463193451773,1.4518062943799088,0.0,0.0,1.923140309082997,3.885020767476983,0.0,0.0009463887507275317,8.621597521515018e-05
24.02821604310932,6.59957644966238,6.59957644966238,21.633169097948496,12.880651249649507,0.0,9.388934071728878,1.4351109211199642,5.4743384245184705,8.139087471416548,0.30000000000000004,0.1,0.4973913654986628,0.36428032602271865,1.0135827790557472,0.0,0.0,0.1956889689880681,6.576941865553964,0.0,0.0003085314638240841,0.0005902543522788557
24.278672225261495,6.959855464363748,6.959855464363748,17.560287692106673,9.438553453607613,0.0,8.213708727147301,2.3117422455083285,4.3584121369544215,9.523236800080591,0.30000000000000004,0.1,0.14694664540037508,1.0064573688246974,1.0688425495887004,0.0,0.0,1.4540885254226565,1.9629376788227582,0.0,0.000875972365679515,0.0007487323815435581
22.867297497999505,5.675467457401364,5.675467457401364,18.486005865416853,19.219475858513576,0.0,8.724603846947613,2.090991725174962,5.03769025738142,8.636931414546803,0.30000000000000004,0.1,0.7786953959411034,0.6485757655190737,0.8450233590614666,0.0,0.0,0.9197117675120148,4.700797081571112,0.0,0.0003432951147148432,1.858829715574391e-08
23.374114006850185,5.787595866632341,5.787595866632341,19.399734166082563,23.704881517695142,0.0,10.040067409273002,0.8327882931952986,7.825622891183795,10.26283570046396,0.30000000000000004,0.1,0.12886056546632024,0.4245570701010138,0.948293705974919,0.0,0.0,0.9172079235371717,7.231871639425897,0.0,0.00014015107112870268,1.2173866832158988e-05
23.773502908906966,6.773128592479391,6.773128592479391,17.5194586083032,20.413257657273164,0.0,11.185565898069328,1.7729524959710545,7.807497907330945,12.45306231047643,0.30000000000000004,0.1,0.8577226441935546,0.8909013944538469,1.3786285825222828,0.0,0.0,1.2577968781234008,6.56613696561052,0.0,0.000751750872950389,3.566900902796046e-06
22.767177076759097,7.148001623969387,7.148001623969387,15.303554593166254,23.697562328121037,0.0,8.740929300944735,0.298844790663814,5.816649587630207,10.686788238861247,0.30000000000000004,0.1,0.9453015334790795,0.5920410581219121,0.43968950977060683,0.0,0.0,0.8546668228821752,1.8619530342324548,0.0,0.0004585908327577094,7.555282337670362e-08
22.754362109578487,5.346641429295947,5.346641429295947,15.143479131721307,9.997018658861201,0.0,9.636216381492247,1.4709160396462115,7.132937753255253,10.975027429196055,0.30000000000000004,0.1,0.9894097772844316,0.5460781967977927,0.6952758219891575,0.0,0.0,1.0346170344045775,1.931348960612592,0.0,0.00016126666657724823,2.251501972222876e-07
23.812113610002047,6.058676281250528,6.058676281250528,17.76651534792662,21.580742234670495,0.0,9.394077477970255,2.906915114011055,7.968044973657896,12.705715666332365,0.30000000000000004,0.1,0.904948345549927,0.4993040492677414,0.6801043065617156,0.0,0.0,0.07249263498219577,0.8472492390578577,0.0,0.00048168008959226444,4.750191141465502e-06
23.048008949024812,5.956912872654018,5.956912872654018,20.68860249227082,11.983852073228388,0.0,11.356756489034609,2.8277507990937916,7.760838757419069,12.807793399625362,0.30000000000000004,0.1,0.6339976977446607,1.1009178342636226,1.5932809475772154,0.0,0.0,0.14173955636841673,5.59660048179801,0.0,0.0007576381892147286,9.165301837725809e-05
22.469962969991478,6.5335163227117885,6.5335163227117885,17.93407281047235,22.664589147748973,0.0,10.368921675047346,1.6562348300759127,5.606854141518395,8.862284955878868,0.30000000000000004,0.1,0.2716527676061459,0.49809615809956526,0.847641836656897,0.0,0.0,1.501190045857975,4.046931070602467,0.0,0.00036351462829646694,1.6984827052729037e-07
22.27725801240142,5.654202814885896,5.654202814885896,18.410703379867172,9.82068318156258,0.0,10.48953771426402,1.0250943445941965,6.174712215312382,11.26202097384528,0.30000000000000004,0.1,0.6762424822774629,0.539239581134644,0.40946092421012853,0.0,0.0,0.20892409120106745,0.24188206404786072,0.0,0.0004001567192121479,0.00042884741198496323
22.22038582927849,5.877417327406352,5.877417327406352,19.736076749604223,12.654030088449664,0.0,10.789189665299254,0.0,6.354958439881154,11.1788945842087,0.30000000000000004,0.1,0.6471966538940361,1.3553243838082911,1.3764143796422361,0.0,0.0,0.0,0.13497338696031758,0.0,0.0009299003155904738,9.256408482780187e-08
23.19493943201266,6.322352217051575,6.322352217051575,20.275913637380523,9.597475867123912,0.0,11.54784312486967,2.9417403983618473,7.689391927186532,11.979384211620062,0.30000000000000004,0.1,0.8717857347554929,0.849656952508563,1.5619436923531567,0.0,0.0,0.07206763485713896,7.386448543113305,0.0,0.00040056838263712827,1.4165068184920283e-05
22.863635326006417,5.420434741560229,5.420434741560229,21.723612120523423,15.37183430058299,0.0,9.761055011317968,0.7421962666174612,4.24431414826715,12.388374143282412,0.30000000000000004,0.1,0.03961552257951775,1.2892795489820472,1.2070987735558256,0.0,0.0,0.6088927286947565,5.919071342632808,0.0,0.000257294803744846,3.4295785103269877e-06
23.046115189669283,7.4753867880765235,7.4753867880765235,16.367445825813622,13.448615233355481,0.0,9.910586011505664,1.54353822989627,5.34990952705696,7.580823719070246,0.30000000000000004,0.1,0.3679275805370413,1.3645924323151732,0.8120700745490993,0.0,0.0,0.7703589210863142,1.0675154539648322,0.0,0.0009981660261958064,1.3226755609290837e-06
